[['2, k, 0', [-0.1771124, 0.07736035, 1.0]], ['2, k, 1', [-0.1671286, 0.3995754, 1.0]], ['2, k, 2', [-0.1554371, 0.7077508, 1.0]], ['2, k, 3', [-0.1629854, 0.8479918, 1.0]], ['2, k, 4', [-0.3342767, 0.5859808, 1.0]], ['2, k, 5', [-0.3992905, 0.3337906, 1.0]], ['2, k, 6', [-0.3794124, 0.09901603, 1.0]], ['2, k, 7', [-0.3615683, 0.03092598, 1.0]], ['2, k, 8', [0.02144319, 0.6177605, 1.0]], ['2, k, 9', [0.08456162, 0.3426634, 1.0]], ['2, k, 10', [0.1159117, 0.1137812, 1.0]], ['2, k, 11', [0.1369458, 0.07127684, 1.0]], ['2, k, 12', [-0.2533886, 0.07697546, 1.0]], ['2, k, 13', [-0.311402, -0.3792857, 1.0]], ['2, k, 14', [-0.3624165, -0.7126673, 1.0]], ['2, k, 15', [-0.3926987, -0.7556632, 1.0]], ['2, k, 16', [-0.09435885, 0.0748427, 1.0]], ['2, k, 17', [-0.09252954, -0.3537278, 1.0]], ['2, k, 18', [-0.1337031, -0.6984282, 1.0]], ['2, k, 19', [-0.02762423, -0.747693, 1.0]], ['2, k, 20', [-0.15859, 0.6327223, 1.0]], ['2, k, 21', [-0.3701833, -0.03992803, 1.0]], ['2, k, 22', [-0.3306806, 0.007972344, 1.0]], ['2, k, 23', [0.1512323, -0.005729869, 1.0]], ['2, k, 24', [0.150348, 0.08719586, 1.0]]]
[['2, k, 0', [-0.1499086, 0.07915141, 1.0]], ['2, k, 1', [-0.1351147, 0.4005185, 1.0]], ['2, k, 2', [-0.1196379, 0.7082713, 1.0]], ['2, k, 3', [-0.1113766, 0.8515392, 1.0]], ['2, k, 4', [-0.3021608, 0.5894575, 1.0]], ['2, k, 5', [-0.4402825, 0.415013, 1.0]], ['2, k, 6', [-0.450895, 0.2830253, 1.0]], ['2, k, 7', [-0.4575871, 0.2693698, 1.0]], ['2, k, 8', [0.0577329, 0.6192656, 1.0]], ['2, k, 9', [0.108071, 0.3459414, 1.0]], ['2, k, 10', [0.1174113, 0.1168542, 1.0]], ['2, k, 11', [0.1326728, 0.06918801, 1.0]], ['2, k, 12', [-0.2251066, 0.07975842, 1.0]], ['2, k, 13', [-0.3021715, -0.3744952, 1.0]], ['2, k, 14', [-0.3600527, -0.7077819, 1.0]], ['2, k, 15', [-0.3897097, -0.7523763, 1.0]], ['2, k, 16', [-0.06902913, 0.0756783, 1.0]], ['2, k, 17', [-0.07989563, -0.3560547, 1.0]], ['2, k, 18', [-0.1362663, -0.7091995, 1.0]], ['2, k, 19', [-0.02409748, -0.7418659, 1.0]], ['2, k, 20', [-0.1236199, 0.6332748, 1.0]], ['2, k, 21', [-0.4728673, 0.2277578, 1.0]], ['2, k, 22', [-0.4487215, 0.3269238, 1.0]], ['2, k, 23', [0.1466886, -0.0034511, 1.0]], ['2, k, 24', [0.1532111, 0.0549871, 1.0]]]
[['2, k, 0', [-0.1467607, 0.07869627, 1.0]], ['2, k, 1', [-0.1315574, 0.400691, 1.0]], ['2, k, 2', [-0.1156848, 0.7091946, 1.0]], ['2, k, 3', [-0.1066442, 0.8521535, 1.0]], ['2, k, 4', [-0.2989869, 0.5896266, 1.0]], ['2, k, 5', [-0.4320315, 0.4144482, 1.0]], ['2, k, 6', [-0.4328753, 0.2932997, 1.0]], ['2, k, 7', [-0.437389, 0.2812438, 1.0]], ['2, k, 8', [0.06075427, 0.6185827, 1.0]], ['2, k, 9', [0.1099887, 0.3488268, 1.0]], ['2, k, 10', [0.1171202, 0.1198938, 1.0]], ['2, k, 11', [0.1322529, 0.07028502, 1.0]], ['2, k, 12', [-0.221595, 0.07939316, 1.0]], ['2, k, 13', [-0.3015466, -0.3788167, 1.0]], ['2, k, 14', [-0.3601345, -0.7074538, 1.0]], ['2, k, 15', [-0.3895899, -0.7521238, 1.0]], ['2, k, 16', [-0.06632012, 0.07513621, 1.0]], ['2, k, 17', [-0.07907472, -0.3571103, 1.0]], ['2, k, 18', [-0.1358662, -0.7112194, 1.0]], ['2, k, 19', [-0.02373965, -0.7466034, 1.0]], ['2, k, 20', [-0.1197599, 0.6339977, 1.0]], ['2, k, 21', [-0.4510443, 0.2456037, 1.0]], ['2, k, 22', [-0.4319786, 0.3354421, 1.0]], ['2, k, 23', [0.1419505, -0.0009806909, 1.0]], ['2, k, 24', [0.08079115, 0.09020676, 1.0]]]
[['2, k, 0', [-0.1448453, 0.07835981, 1.0]], ['2, k, 1', [-0.1290418, 0.4005718, 1.0]], ['2, k, 2', [-0.1126042, 0.7093545, 1.0]], ['2, k, 3', [-0.102253, 0.852376, 1.0]], ['2, k, 4', [-0.2952427, 0.5890694, 1.0]], ['2, k, 5', [-0.4183355, 0.4110284, 1.0]], ['2, k, 6', [-0.4092655, 0.290729, 1.0]], ['2, k, 7', [-0.4153393, 0.2825941, 1.0]], ['2, k, 8', [0.06341258, 0.6189169, 1.0]], ['2, k, 9', [0.1107324, 0.3477464, 1.0]], ['2, k, 10', [0.1157507, 0.1188298, 1.0]], ['2, k, 11', [0.1291152, 0.07225413, 1.0]], ['2, k, 12', [-0.2194211, 0.079039, 1.0]], ['2, k, 13', [-0.3013881, -0.3784203, 1.0]], ['2, k, 14', [-0.3601239, -0.7075003, 1.0]], ['2, k, 15', [-0.3896783, -0.7522673, 1.0]], ['2, k, 16', [-0.06463248, 0.07480046, 1.0]], ['2, k, 17', [-0.07895273, -0.3571497, 1.0]], ['2, k, 18', [-0.1359089, -0.7116851, 1.0]], ['2, k, 19', [-0.02255715, -0.7467692, 1.0]], ['2, k, 20', [-0.1168124, 0.6340828, 1.0]], ['2, k, 21', [-0.4299772, 0.2519861, 1.0]], ['2, k, 22', [-0.4133733, 0.3399778, 1.0]], ['2, k, 23', [0.14218, -0.002107049, 1.0]], ['2, k, 24', [0.1532006, 0.05415275, 1.0]]]
[['2, k, 0', [-0.1425358, 0.07790455, 1.0]], ['2, k, 1', [-0.1266812, 0.4004666, 1.0]], ['2, k, 2', [-0.1103058, 0.7095668, 1.0]], ['2, k, 3', [-0.09874213, 0.8527188, 1.0]], ['2, k, 4', [-0.2904761, 0.5889368, 1.0]], ['2, k, 5', [-0.4048439, 0.4067201, 1.0]], ['2, k, 6', [-0.3921555, 0.2877213, 1.0]], ['2, k, 7', [-0.3933665, 0.2765987, 1.0]], ['2, k, 8', [0.0661701, 0.6180407, 1.0]], ['2, k, 9', [0.1112399, 0.3474637, 1.0]], ['2, k, 10', [0.1157273, 0.1187451, 1.0]], ['2, k, 11', [0.1287376, 0.07031626, 1.0]], ['2, k, 12', [-0.2168199, 0.07840721, 1.0]], ['2, k, 13', [-0.3011629, -0.3823241, 1.0]], ['2, k, 14', [-0.3595575, -0.7071458, 1.0]], ['2, k, 15', [-0.3893979, -0.751254, 1.0]], ['2, k, 16', [-0.06267328, 0.07452983, 1.0]], ['2, k, 17', [-0.07718645, -0.3543799, 1.0]], ['2, k, 18', [-0.1375923, -0.7106089, 1.0]], ['2, k, 19', [-0.02520559, -0.747403, 1.0]], ['2, k, 20', [-0.1144881, 0.63422, 1.0]], ['2, k, 21', [-0.404957, 0.2405638, 1.0]], ['2, k, 22', [-0.3999537, 0.3344912, 1.0]], ['2, k, 23', [0.1465973, -0.007621188, 1.0]], ['2, k, 24', [0.09271919, 0.02887873, 1.0]]]
[['2, k, 0', [-0.1417262, 0.07765587, 1.0]], ['2, k, 1', [-0.1252053, 0.4004747, 1.0]], ['2, k, 2', [-0.1080175, 0.7099641, 1.0]], ['2, k, 3', [-0.09498546, 0.8531889, 1.0]], ['2, k, 4', [-0.2843941, 0.5893722, 1.0]], ['2, k, 5', [-0.3900492, 0.4031114, 1.0]], ['2, k, 6', [-0.3652413, 0.2813834, 1.0]], ['2, k, 7', [-0.3691348, 0.2652911, 1.0]], ['2, k, 8', [0.06692969, 0.6176004, 1.0]], ['2, k, 9', [0.1119967, 0.3466345, 1.0]], ['2, k, 10', [0.1148525, 0.1180817, 1.0]], ['2, k, 11', [0.1306429, 0.07090273, 1.0]], ['2, k, 12', [-0.2158126, 0.07817051, 1.0]], ['2, k, 13', [-0.3007807, -0.3812797, 1.0]], ['2, k, 14', [-0.3595413, -0.7068582, 1.0]], ['2, k, 15', [-0.3888942, -0.7504661, 1.0]], ['2, k, 16', [-0.06205203, 0.07423564, 1.0]], ['2, k, 17', [-0.07726683, -0.3547831, 1.0]], ['2, k, 18', [-0.138282, -0.7104463, 1.0]], ['2, k, 19', [-0.02590061, -0.7469115, 1.0]], ['2, k, 20', [-0.112412, 0.6345085, 1.0]], ['2, k, 21', [-0.3796287, 0.2239801, 1.0]], ['2, k, 22', [-0.383834, 0.3164064, 1.0]], ['2, k, 23', [0.1510196, -0.0002347395, 1.0]], ['2, k, 24', [0.1585305, 0.04746884, 1.0]]]
[['2, k, 0', [-0.1403645, 0.07792062, 1.0]], ['2, k, 1', [-0.1238104, 0.4009644, 1.0]], ['2, k, 2', [-0.1067225, 0.710621, 1.0]], ['2, k, 3', [-0.09198243, 0.8536202, 1.0]], ['2, k, 4', [-0.2774669, 0.5900575, 1.0]], ['2, k, 5', [-0.3752207, 0.3985293, 1.0]], ['2, k, 6', [-0.3379433, 0.2748524, 1.0]], ['2, k, 7', [-0.3420733, 0.2490874, 1.0]], ['2, k, 8', [0.06770238, 0.6182746, 1.0]], ['2, k, 9', [0.112905, 0.347025, 1.0]], ['2, k, 10', [0.1151795, 0.1186954, 1.0]], ['2, k, 11', [0.1302965, 0.06978912, 1.0]], ['2, k, 12', [-0.2142985, 0.07837729, 1.0]], ['2, k, 13', [-0.3024218, -0.3856129, 1.0]], ['2, k, 14', [-0.3598903, -0.7064446, 1.0]], ['2, k, 15', [-0.3884765, -0.7506642, 1.0]], ['2, k, 16', [-0.0608631, 0.07463679, 1.0]], ['2, k, 17', [-0.07721122, -0.3547504, 1.0]], ['2, k, 18', [-0.1383935, -0.7090307, 1.0]], ['2, k, 19', [-0.02658755, -0.7462119, 1.0]], ['2, k, 20', [-0.1110808, 0.6351298, 1.0]], ['2, k, 21', [-0.3391039, 0.2012812, 1.0]], ['2, k, 22', [-0.3670676, 0.2934179, 1.0]], ['2, k, 23', [0.1558258, -0.005726962, 1.0]], ['2, k, 24', [0.1585315, 0.04816752, 1.0]]]
[['2, k, 0', [-0.1395091, 0.07798954, 1.0]], ['2, k, 1', [-0.1227005, 0.4011134, 1.0]], ['2, k, 2', [-0.1054207, 0.7108246, 1.0]], ['2, k, 3', [-0.08951528, 0.8537019, 1.0]], ['2, k, 4', [-0.2728871, 0.5904078, 1.0]], ['2, k, 5', [-0.3680201, 0.3955324, 1.0]], ['2, k, 6', [-0.3035269, 0.2462458, 1.0]], ['2, k, 7', [-0.3123023, 0.2283354, 1.0]], ['2, k, 8', [0.06867014, 0.6189889, 1.0]], ['2, k, 9', [0.1134872, 0.3469569, 1.0]], ['2, k, 10', [0.1152434, 0.1187883, 1.0]], ['2, k, 11', [0.1282627, 0.07191192, 1.0]], ['2, k, 12', [-0.2132101, 0.07847117, 1.0]], ['2, k, 13', [-0.3022146, -0.3845075, 1.0]], ['2, k, 14', [-0.3599375, -0.7067962, 1.0]], ['2, k, 15', [-0.3888177, -0.7511751, 1.0]], ['2, k, 16', [-0.06029416, 0.07468484, 1.0]], ['2, k, 17', [-0.07724888, -0.354838, 1.0]], ['2, k, 18', [-0.1381366, -0.7082173, 1.0]], ['2, k, 19', [-0.02681518, -0.7459598, 1.0]], ['2, k, 20', [-0.1098202, 0.6353222, 1.0]], ['2, k, 21', [-0.2869222, 0.1750881, 1.0]], ['2, k, 22', [-0.3440202, 0.2716941, 1.0]], ['2, k, 23', [0.1378224, 0.02421421, 1.0]], ['2, k, 24', [0.08532473, 0.06814811, 1.0]]]
[['2, k, 0', [-0.1370289, 0.07819533, 1.0]], ['2, k, 1', [-0.1204462, 0.401446, 1.0]], ['2, k, 2', [-0.103464, 0.7112339, 1.0]], ['2, k, 3', [-0.08779605, 0.8542482, 1.0]], ['2, k, 4', [-0.2670279, 0.5910374, 1.0]], ['2, k, 5', [-0.3626271, 0.3934866, 1.0]], ['2, k, 6', [-0.2646496, 0.2398157, 1.0]], ['2, k, 7', [-0.258484, 0.2105238, 1.0]], ['2, k, 8', [0.06972001, 0.6196109, 1.0]], ['2, k, 9', [0.1139353, 0.3468059, 1.0]], ['2, k, 10', [0.114847, 0.1185628, 1.0]], ['2, k, 11', [0.1323895, 0.0722402, 1.0]], ['2, k, 12', [-0.2095953, 0.07860714, 1.0]], ['2, k, 13', [-0.3035892, -0.3897669, 1.0]], ['2, k, 14', [-0.3616823, -0.708533, 1.0]], ['2, k, 15', [-0.3905139, -0.7533253, 1.0]], ['2, k, 16', [-0.05871189, 0.07496446, 1.0]], ['2, k, 17', [-0.07703098, -0.3546077, 1.0]], ['2, k, 18', [-0.1369908, -0.703042, 1.0]], ['2, k, 19', [-0.02789577, -0.745164, 1.0]], ['2, k, 20', [-0.1077839, 0.6357163, 1.0]], ['2, k, 21', [-0.251393, 0.1586699, 1.0]], ['2, k, 22', [-0.2913007, 0.2512129, 1.0]], ['2, k, 23', [0.1521105, -0.005777474, 1.0]], ['2, k, 24', [0.1005216, 0.03052277, 1.0]]]
[['2, k, 0', [-0.1345964, 0.07835322, 1.0]], ['2, k, 1', [-0.1192814, 0.4015916, 1.0]], ['2, k, 2', [-0.1031177, 0.7113269, 1.0]], ['2, k, 3', [-0.08694263, 0.8542808, 1.0]], ['2, k, 4', [-0.263826, 0.5909606, 1.0]], ['2, k, 5', [-0.3620402, 0.3928504, 1.0]], ['2, k, 6', [-0.2631507, 0.2405371, 1.0]], ['2, k, 7', [-0.2423549, 0.2134766, 1.0]], ['2, k, 8', [0.07081503, 0.6201064, 1.0]], ['2, k, 9', [0.1183072, 0.3718293, 1.0]], ['2, k, 10', [0.1164473, 0.1144147, 1.0]], ['2, k, 11', [0.1323757, 0.06713331, 1.0]], ['2, k, 12', [-0.2064625, 0.07840439, 1.0]], ['2, k, 13', [-0.3029775, -0.3854397, 1.0]], ['2, k, 14', [-0.3612065, -0.7090902, 1.0]], ['2, k, 15', [-0.3912386, -0.7544546, 1.0]], ['2, k, 16', [-0.05700281, 0.07546909, 1.0]], ['2, k, 17', [-0.07686638, -0.3544194, 1.0]], ['2, k, 18', [-0.1377576, -0.7028241, 1.0]], ['2, k, 19', [-0.02879597, -0.7450563, 1.0]], ['2, k, 20', [-0.1072776, 0.6358249, 1.0]], ['2, k, 21', [-0.2284682, 0.1644531, 1.0]], ['2, k, 22', [-0.2771906, 0.2544028, 1.0]], ['2, k, 23', [0.1443056, -0.0127628, 1.0]], ['2, k, 24', [0.09050327, 0.05674311, 1.0]]]
[['2, k, 0', [-0.1336497, 0.07848731, 1.0]], ['2, k, 1', [-0.1179967, 0.4016628, 1.0]], ['2, k, 2', [-0.1016493, 0.7113085, 1.0]], ['2, k, 3', [-0.08579315, 0.8544831, 1.0]], ['2, k, 4', [-0.2617702, 0.5914589, 1.0]], ['2, k, 5', [-0.362344, 0.3934224, 1.0]], ['2, k, 6', [-0.2626528, 0.24133, 1.0]], ['2, k, 7', [-0.2384399, 0.2248136, 1.0]], ['2, k, 8', [0.07125733, 0.6207725, 1.0]], ['2, k, 9', [0.1184655, 0.3718582, 1.0]], ['2, k, 10', [0.1168971, 0.1123827, 1.0]], ['2, k, 11', [0.129076, 0.06585187, 1.0]], ['2, k, 12', [-0.205466, 0.07841559, 1.0]], ['2, k, 13', [-0.3028162, -0.383918, 1.0]], ['2, k, 14', [-0.3605693, -0.7090865, 1.0]], ['2, k, 15', [-0.3912535, -0.7544492, 1.0]], ['2, k, 16', [-0.05623909, 0.07577181, 1.0]], ['2, k, 17', [-0.07693863, -0.3546145, 1.0]], ['2, k, 18', [-0.1387564, -0.7035248, 1.0]], ['2, k, 19', [-0.02920023, -0.7444407, 1.0]], ['2, k, 20', [-0.1058367, 0.6358304, 1.0]], ['2, k, 21', [-0.2259218, 0.1800212, 1.0]], ['2, k, 22', [-0.2722199, 0.2658065, 1.0]], ['2, k, 23', [0.1259775, -0.01589999, 1.0]], ['2, k, 24', [0.09134339, 0.04633499, 1.0]]]
[['2, k, 0', [-0.1326729, 0.07867842, 1.0]], ['2, k, 1', [-0.1173841, 0.4017402, 1.0]], ['2, k, 2', [-0.1013634, 0.711298, 1.0]], ['2, k, 3', [-0.08462233, 0.8543144, 1.0]], ['2, k, 4', [-0.2633978, 0.5910419, 1.0]], ['2, k, 5', [-0.3650843, 0.3939113, 1.0]], ['2, k, 6', [-0.2753388, 0.2314096, 1.0]], ['2, k, 7', [-0.2397802, 0.239062, 1.0]], ['2, k, 8', [0.07148097, 0.621852, 1.0]], ['2, k, 9', [0.1186516, 0.3727679, 1.0]], ['2, k, 10', [0.1171812, 0.1122552, 1.0]], ['2, k, 11', [0.1290472, 0.0690093, 1.0]], ['2, k, 12', [-0.2044368, 0.07852235, 1.0]], ['2, k, 13', [-0.3031737, -0.3895306, 1.0]], ['2, k, 14', [-0.3602301, -0.7099262, 1.0]], ['2, k, 15', [-0.3916986, -0.7554032, 1.0]], ['2, k, 16', [-0.05536525, 0.07608526, 1.0]], ['2, k, 17', [-0.07683403, -0.3547035, 1.0]], ['2, k, 18', [-0.1380847, -0.7072833, 1.0]], ['2, k, 19', [-0.02694494, -0.745917, 1.0]], ['2, k, 20', [-0.1054743, 0.6358396, 1.0]], ['2, k, 21', [-0.223871, 0.1944143, 1.0]], ['2, k, 22', [-0.273355, 0.2779498, 1.0]], ['2, k, 23', [0.1531223, -0.01136889, 1.0]], ['2, k, 24', [0.0939578, 0.03810172, 1.0]]]
[['2, k, 0', [-0.1319218, 0.07867164, 1.0]], ['2, k, 1', [-0.1168642, 0.4017062, 1.0]], ['2, k, 2', [-0.1010746, 0.7112361, 1.0]], ['2, k, 3', [-0.08360384, 0.8540832, 1.0]], ['2, k, 4', [-0.2624705, 0.5910736, 1.0]], ['2, k, 5', [-0.369531, 0.3976623, 1.0]], ['2, k, 6', [-0.267074, 0.2797093, 1.0]], ['2, k, 7', [-0.2502231, 0.2561059, 1.0]], ['2, k, 8', [0.07230268, 0.6220024, 1.0]], ['2, k, 9', [0.1188074, 0.3726441, 1.0]], ['2, k, 10', [0.1173447, 0.1110426, 1.0]], ['2, k, 11', [0.1285097, 0.0685389, 1.0]], ['2, k, 12', [-0.203514, 0.07846989, 1.0]], ['2, k, 13', [-0.3030655, -0.3913472, 1.0]], ['2, k, 14', [-0.3606869, -0.7103955, 1.0]], ['2, k, 15', [-0.391657, -0.755541, 1.0]], ['2, k, 16', [-0.05469631, 0.07611266, 1.0]], ['2, k, 17', [-0.07678126, -0.3548431, 1.0]], ['2, k, 18', [-0.1377905, -0.7075701, 1.0]], ['2, k, 19', [-0.0262479, -0.7467201, 1.0]], ['2, k, 20', [-0.1051284, 0.6357847, 1.0]], ['2, k, 21', [-0.2317709, 0.2101887, 1.0]], ['2, k, 22', [-0.2835157, 0.2980268, 1.0]], ['2, k, 23', [0.1521548, -0.008522619, 1.0]], ['2, k, 24', [0.1581026, 0.05403302, 1.0]]]
[['2, k, 0', [-0.1318523, 0.07866294, 1.0]], ['2, k, 1', [-0.1167245, 0.4017677, 1.0]], ['2, k, 2', [-0.1008852, 0.7114313, 1.0]], ['2, k, 3', [-0.08248758, 0.8538423, 1.0]], ['2, k, 4', [-0.2644609, 0.5906957, 1.0]], ['2, k, 5', [-0.3742135, 0.3967918, 1.0]], ['2, k, 6', [-0.2676259, 0.3091756, 1.0]], ['2, k, 7', [-0.2743207, 0.2962831, 1.0]], ['2, k, 8', [0.07232007, 0.6217068, 1.0]], ['2, k, 9', [0.1188774, 0.3725379, 1.0]], ['2, k, 10', [0.1173215, 0.1109212, 1.0]], ['2, k, 11', [0.1284974, 0.06786036, 1.0]], ['2, k, 12', [-0.203392, 0.07846327, 1.0]], ['2, k, 13', [-0.301603, -0.3928737, 1.0]], ['2, k, 14', [-0.3606575, -0.7110484, 1.0]], ['2, k, 15', [-0.3932046, -0.7565912, 1.0]], ['2, k, 16', [-0.05465051, 0.07608584, 1.0]], ['2, k, 17', [-0.0765555, -0.354991, 1.0]], ['2, k, 18', [-0.1378946, -0.7077559, 1.0]], ['2, k, 19', [-0.02698882, -0.746267, 1.0]], ['2, k, 20', [-0.1049462, 0.6359412, 1.0]], ['2, k, 21', [-0.2560371, 0.2497184, 1.0]], ['2, k, 22', [-0.3076655, 0.3389004, 1.0]], ['2, k, 23', [0.1486427, -0.007205524, 1.0]], ['2, k, 24', [0.08511796, 0.05014974, 1.0]]]
[['2, k, 0', [-0.1317459, 0.0786678, 1.0]], ['2, k, 1', [-0.1164827, 0.4019075, 1.0]], ['2, k, 2', [-0.1005301, 0.7118075, 1.0]], ['2, k, 3', [-0.08205012, 0.8541915, 1.0]], ['2, k, 4', [-0.2643315, 0.5906482, 1.0]], ['2, k, 5', [-0.3819584, 0.4031409, 1.0]], ['2, k, 6', [-0.3406976, 0.2665117, 1.0]], ['2, k, 7', [-0.2822438, 0.3182496, 1.0]], ['2, k, 8', [0.07231604, 0.6217473, 1.0]], ['2, k, 9', [0.1169324, 0.3564757, 1.0]], ['2, k, 10', [0.1173154, 0.1109194, 1.0]], ['2, k, 11', [0.1326953, 0.06799755, 1.0]], ['2, k, 12', [-0.2031887, 0.07855272, 1.0]], ['2, k, 13', [-0.3013358, -0.3940069, 1.0]], ['2, k, 14', [-0.359968, -0.7107175, 1.0]], ['2, k, 15', [-0.3930749, -0.7565354, 1.0]], ['2, k, 16', [-0.05460511, 0.07600297, 1.0]], ['2, k, 17', [-0.07660098, -0.3555875, 1.0]], ['2, k, 18', [-0.1379289, -0.7065965, 1.0]], ['2, k, 19', [-0.02768523, -0.7470258, 1.0]], ['2, k, 20', [-0.1046133, 0.6362507, 1.0]], ['2, k, 21', [-0.2669814, 0.2826318, 1.0]], ['2, k, 22', [-0.3146327, 0.3534852, 1.0]], ['2, k, 23', [0.1421624, -0.001648548, 1.0]], ['2, k, 24', [0.1027576, 0.01594474, 1.0]]]
[['2, k, 0', [-0.1317313, 0.07869678, 1.0]], ['2, k, 1', [-0.1164259, 0.40199, 1.0]], ['2, k, 2', [-0.1004317, 0.7119547, 1.0]], ['2, k, 3', [-0.08181001, 0.8545257, 1.0]], ['2, k, 4', [-0.2643913, 0.5909418, 1.0]], ['2, k, 5', [-0.3890534, 0.4112896, 1.0]], ['2, k, 6', [-0.3227956, 0.3022135, 1.0]], ['2, k, 7', [-0.2909393, 0.3445651, 1.0]], ['2, k, 8', [0.07217683, 0.6218443, 1.0]], ['2, k, 9', [0.1170689, 0.3610692, 1.0]], ['2, k, 10', [0.1173147, 0.1107023, 1.0]], ['2, k, 11', [0.1282851, 0.06945999, 1.0]], ['2, k, 12', [-0.2031062, 0.0786406, 1.0]], ['2, k, 13', [-0.3012473, -0.3941751, 1.0]], ['2, k, 14', [-0.3592476, -0.7100756, 1.0]], ['2, k, 15', [-0.3927264, -0.7559084, 1.0]], ['2, k, 16', [-0.05464225, 0.0760444, 1.0]], ['2, k, 17', [-0.07603929, -0.3544797, 1.0]], ['2, k, 18', [-0.1381451, -0.7072606, 1.0]], ['2, k, 19', [-0.02757952, -0.747566, 1.0]], ['2, k, 20', [-0.1045234, 0.6363828, 1.0]], ['2, k, 21', [-0.2816394, 0.3248271, 1.0]], ['2, k, 22', [-0.3148538, 0.3844298, 1.0]], ['2, k, 23', [0.1436798, 0.002556623, 1.0]], ['2, k, 24', [0.08061709, 0.06532396, 1.0]]]
[['2, k, 0', [-0.1318501, 0.07886738, 1.0]], ['2, k, 1', [-0.1164321, 0.4021583, 1.0]], ['2, k, 2', [-0.1003572, 0.7122072, 1.0]], ['2, k, 3', [-0.0817694, 0.8551874, 1.0]], ['2, k, 4', [-0.2645889, 0.5910022, 1.0]], ['2, k, 5', [-0.3930355, 0.4123092, 1.0]], ['2, k, 6', [-0.3214144, 0.3880636, 1.0]], ['2, k, 7', [-0.3040117, 0.3782191, 1.0]], ['2, k, 8', [0.07181806, 0.6218131, 1.0]], ['2, k, 9', [0.1166059, 0.3634492, 1.0]], ['2, k, 10', [0.1160846, 0.1142031, 1.0]], ['2, k, 11', [0.1315503, 0.07121097, 1.0]], ['2, k, 12', [-0.2031652, 0.07883865, 1.0]], ['2, k, 13', [-0.3017213, -0.3944388, 1.0]], ['2, k, 14', [-0.3591102, -0.7103498, 1.0]], ['2, k, 15', [-0.3928384, -0.7559966, 1.0]], ['2, k, 16', [-0.05496187, 0.07627195, 1.0]], ['2, k, 17', [-0.07619533, -0.3547868, 1.0]], ['2, k, 18', [-0.136565, -0.7090383, 1.0]], ['2, k, 19', [-0.02543931, -0.7486598, 1.0]], ['2, k, 20', [-0.1044718, 0.63661, 1.0]], ['2, k, 21', [-0.2859345, 0.3621359, 1.0]], ['2, k, 22', [-0.333213, 0.4375865, 1.0]], ['2, k, 23', [0.1458948, -0.0002428141, 1.0]], ['2, k, 24', [0.1573113, 0.05483926, 1.0]]]
[['2, k, 0', [-0.1326282, 0.07909539, 1.0]], ['2, k, 1', [-0.1171011, 0.4025126, 1.0]], ['2, k, 2', [-0.1010876, 0.7126721, 1.0]], ['2, k, 3', [-0.0822413, 0.8554246, 1.0]], ['2, k, 4', [-0.2646847, 0.5923827, 1.0]], ['2, k, 5', [-0.3899658, 0.4122826, 1.0]], ['2, k, 6', [-0.3277851, 0.3759444, 1.0]], ['2, k, 7', [-0.2976047, 0.4024553, 1.0]], ['2, k, 8', [0.07132478, 0.6217826, 1.0]], ['2, k, 9', [0.1146621, 0.3584326, 1.0]], ['2, k, 10', [0.1162699, 0.1145225, 1.0]], ['2, k, 11', [0.1323888, 0.07060781, 1.0]], ['2, k, 12', [-0.2041188, 0.07920507, 1.0]], ['2, k, 13', [-0.3020734, -0.39561, 1.0]], ['2, k, 14', [-0.3585471, -0.7106231, 1.0]], ['2, k, 15', [-0.3938442, -0.7570052, 1.0]], ['2, k, 16', [-0.05578987, 0.07639074, 1.0]], ['2, k, 17', [-0.07640839, -0.3549083, 1.0]], ['2, k, 18', [-0.1376196, -0.7090731, 1.0]], ['2, k, 19', [-0.02631938, -0.748804, 1.0]], ['2, k, 20', [-0.1051722, 0.6370441, 1.0]], ['2, k, 21', [-0.2781093, 0.407564, 1.0]], ['2, k, 22', [-0.325268, 0.4322979, 1.0]], ['2, k, 23', [0.1521683, -0.01130544, 1.0]], ['2, k, 24', [0.1666444, 0.0562258, 1.0]]]
